CuisineType,RestaurantID,RestaurantName,Segment,Subregion,GrowthFactor,AOV,MonthlyOrders,InStoreOrders,InStoreRevenue,UberEatsOrders,DoorDashOrders,SelfDeliveryOrders,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostPerOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,InStoreShare,UE_share,DD_share,SD_share,TotalRevenue,TotalProfit,ProfitMargin,AggregatorDependence,CostBurden,RevenueQuality,Raw_Scale_Signal,Expansion_Headroom,Cluster,GPI,GPI_Category,Cluster_Label,Recommendation
Chinese,25206,Sakura Kitchen,Ghost Kitchen,South Auckland,1.05,37.14,1256,48,1782.72,604,302,302,22432.56,11216.28,11216.28,0.263697861,0.343218535,0.3,11,3.25,981.5,700.76,2088.1,1044.05,3427.44,0.04,0.5,0.25,0.25,46648.0,7260.0,0.1556336820442462,0.75,0.6069163959999999,5.780234951123306,1318.8,11.55,0,0.48780602423148295,High Potential,Growth Leaders,Expand
Chinese,26176,Red Kitchen,Cafe,CBD,0.99,34.74,797,109,3786.66,344,172,172,11950.56,5975.28,5975.28,0.207925809,0.446247708,0.3,15,4.43,761.96,1309.53,547.65,273.83,1304.45,0.16,0.5,0.25,0.25,27688.0,3435.0,0.124060965039006,0.75,0.654173517,4.309877925455071,789.03,14.85,1,-0.15138005065804563,Medium Potential,Stable Local Performers,Hold/Stabilize
Chinese,25693,Red Grill,Cafe,CBD,0.99,36.88,1821,364,13424.32,729,364,364,26885.52,13424.32,13424.32,0.215512109,0.354911532,0.32,8,2.36,859.04,5766.77,2946.02,1470.99,4907.73,0.25,0.5,0.25,0.25,67158.0,15092.0,0.2247237856993954,0.75,0.570423641,8.287813216593705,1802.79,7.92,0,-0.0698860055705848,Medium Potential,Growth Leaders,Expand
Chinese,26543,Dragon Eatery,Cafe,North Shore,1.03,34.17,1484,204,6970.68,640,320,320,21868.8,10934.4,10934.4,0.243031623,0.432662175,0.32,15,4.43,1417.6,2260.63,94.17,47.09,2128.49,0.16,0.5,0.25,0.25,50708.0,4530.0,0.0893350161710183,0.75,0.675693798,3.052577502563698,1528.52,15.45,0,0.17228688406311723,Medium Potential,Growth Leaders,Expand
Chinese,25694,Golden Tavern,QSR,North Shore,1.03,40.09,738,107,4289.63,315,158,158,12628.35,6334.22,6334.22,0.25685588,0.439328921,0.29,16,4.72,745.76,1303.25,174.46,87.51,1178.67,0.17,0.5,0.25,0.25,29586.0,2744.0,0.0927465693233286,0.75,0.696184801,3.718209964172244,760.14,16.48,1,0.2726321173084838,Medium Potential,Stable Local Performers,Hold/Stabilize
Chinese,25183,Golden Diner,Full-service,CBD,0.99,42.6,924,213,9073.8,355,178,178,15123.0,7582.8,7582.8,0.395718236,0.53493734,0.32,8,2.36,420.08,629.22,-3790.66,-1900.67,105.74,0.3,0.5,0.25,0.25,39362.0,-4956.0,-0.1259082363701031,0.75,0.930655576,-5.363690869366394,914.76,7.92,2,-1.6283148756357217,Low Potential,Aggregator-dependent Low Margin,Optimize
Chinese,26371,Lotus Corner,Cafe,North Shore,1.03,38.06,1246,162,6165.72,542,271,271,20628.52,10314.26,10314.26,0.23033678,0.355597884,0.27,8,2.36,639.56,2553.01,2971.85,1485.93,3631.22,0.15,0.5,0.25,0.25,47423.0,10642.0,0.2244058790038589,0.75,0.5859346639999999,8.54088775488687,1283.38,8.24,0,0.4015018641723266,High Potential,Growth Leaders,Expand
Chinese,25659,Golden House,Cafe,West Auckland,1.04,37.76,1282,186,7023.36,548,274,274,20692.48,10346.24,10346.24,0.239677735,0.37051071,0.29,8,2.36,646.64,2737.79,2065.35,1032.67,3386.44,0.17,0.5,0.25,0.25,48408.0,9222.0,0.190505701536936,0.75,0.610188445,7.193495290034705,1333.28,8.32,0,0.3636891956097563,High Potential,Growth Leaders,Expand
Chinese,25700,Sakura Diner,Cafe,North Shore,1.03,35.03,1028,224,7846.72,402,201,201,14082.06,7041.03,7041.03,0.279623358,0.380262318,0.33,17,5.02,1009.02,2668.78,142.43,71.22,1385.74,0.28,0.5,0.25,0.25,36011.0,4268.0,0.1185193413123767,0.75,0.659885676,4.151732526172559,1058.84,17.51,1,0.4096541086980089,High Potential,Stable Local Performers,Hold/Stabilize
Chinese,26265,Dragon Diner,Full-service,South Auckland,1.05,42.79,720,161,6889.19,279,140,140,11938.41,5990.6,5990.6,0.395338044,0.546238326,0.31,5,1.48,207.2,402.49,-3003.42,-1507.09,142.79,0.29,0.5,0.25,0.25,30809.0,-3965.0,-0.1286961602129248,0.75,0.94157637,-5.506908695511052,756.0,5.25,2,-1.1239636459973494,Low Potential,Aggregator-dependent Low Margin,Optimize
Chinese,25580,Sakura Corner,Cafe,CBD,0.99,35.24,810,129,4545.96,341,170,170,12016.84,5990.8,5990.8,0.276751797,0.438894295,0.3,16,4.72,802.4,1292.66,-188.02,-93.73,901.11,0.19,0.5,0.25,0.25,28544.0,1912.0,0.0669843049327354,0.75,0.7156460920000001,2.3605269058295963,801.9,15.84,1,-0.33679602423229615,Low Potential,Stable Local Performers,Hold/Stabilize
Chinese,25296,Golden Diner,Full-service,West Auckland,1.04,40.39,2041,593,23951.27,724,362,362,29242.36,14621.18,14621.18,0.358275461,0.546628567,0.31,11,3.25,1176.5,2277.67,-6284.3,-3142.15,213.92,0.41,0.5,0.25,0.25,82436.0,-6935.0,-0.0841258673395118,0.75,0.904904028,-3.3978437818428846,2122.64,11.44,2,-0.6849483394349442,Low Potential,Aggregator-dependent Low Margin,Optimize
Chinese,25070,Red Grill,Cafe,South Auckland,1.05,37.27,1820,364,13566.28,728,364,364,27132.56,13566.28,13566.28,0.27936425,0.412589256,0.33,16,4.72,1718.08,4179.04,-595.65,-297.83,2460.96,0.25,0.5,0.25,0.25,67831.0,5747.0,0.0847252731052173,0.75,0.6919535059999999,3.157710928631452,1911.0,16.8,0,0.46024350402692915,High Potential,Growth Leaders,Expand
Chinese,25071,Sakura Cafe,Full-service,North Shore,1.03,31.82,640,132,4200.24,254,127,127,8082.28,4041.14,4041.14,0.394447506,0.456484517,0.31,8,2.36,299.72,626.12,-1300.7,-650.35,302.68,0.26,0.5,0.25,0.25,20365.0,-1022.0,-0.0501841394549472,0.75,0.8509320229999999,-1.5968593174564203,659.2,8.24,2,-0.7874922343684982,Low Potential,Aggregator-dependent Low Margin,Optimize
Chinese,25221,Red Diner,QSR,North Shore,1.03,36.55,1230,178,6505.9,526,263,263,19225.3,9612.65,9612.65,0.206211409,0.414861785,0.32,11,3.25,854.75,2465.26,1132.89,566.44,2787.74,0.17,0.5,0.25,0.25,44956.0,6952.0,0.154640092534923,0.75,0.621073194,5.652095382151436,1266.9,11.33,0,0.246253217229925,Medium Potential,Growth Leaders,Expand
Chinese,25219,Red House,Full-service,CBD,0.99,31.77,966,266,8450.82,350,175,175,11119.5,5559.75,5559.75,0.381094532,0.512531928,0.3,18,5.31,929.25,898.94,-2153.03,-1076.51,-337.84,0.38,0.5,0.25,0.25,30690.0,-2668.0,-0.0869338546757901,0.75,0.89362646,-2.7618885630498533,956.34,17.82,2,-0.8659144736404586,Low Potential,Aggregator-dependent Low Margin,Optimize
Chinese,25508,Dragon Tavern,Cafe,West Auckland,1.04,43.74,1165,225,9841.5,470,235,235,20557.8,10278.9,10278.9,0.20146528,0.376539961,0.32,4,1.18,277.3,4153.06,2096.79,1048.39,4060.34,0.24,0.5,0.25,0.25,50957.0,11359.0,0.222913436819279,0.75,0.578005241,9.750233726475264,1211.6,4.16,0,0.35971401017041965,High Potential,Growth Leaders,Expand
Chinese,26315,Golden Bistro,Full-service,North Shore,1.03,40.26,2090,618,24880.68,736,368,368,29631.36,14815.68,14815.68,0.399164941,0.463204498,0.29,12,3.54,1302.72,3424.34,-4514.91,-2257.46,736.37,0.42,0.5,0.25,0.25,84143.0,-2612.0,-0.0310423921181797,0.75,0.8623694390000001,-1.2497667066779174,2152.7000000000003,12.36,2,-0.5055298774643556,Low Potential,Aggregator-dependent Low Margin,Optimize
Chinese,25318,Golden Tavern,QSR,North Shore,1.03,31.35,1178,162,5078.7,508,254,254,15925.8,7962.9,7962.9,0.248687976,0.399860313,0.3,3,0.89,226.06,1784.92,819.41,409.7,2572.51,0.16,0.5,0.25,0.25,36930.0,5587.0,0.1512862171676144,0.75,0.6485482890000001,4.742822908204712,1213.34,3.09,1,-0.25199292328135425,Low Potential,Stable Local Performers,Hold/Stabilize
Chinese,26302,Sakura Tavern,Cafe,CBD,0.99,30.28,1382,190,5753.2,596,298,298,18046.88,9023.44,9023.44,0.20536965,0.387487425,0.33,9,2.66,792.68,2342.37,1392.19,696.09,2881.15,0.16,0.5,0.25,0.25,41847.0,7312.0,0.1747317609386575,0.75,0.592857075,5.290877721222549,1368.18,8.91,0,-0.2990746981032118,Low Potential,Growth Leaders,Expand
Chinese,26520,Golden Eatery,QSR,West Auckland,1.04,36.1,1380,136,4909.6,622,311,311,22454.2,11227.1,11227.1,0.23176677,0.424708562,0.28,10,2.95,917.45,1686.57,1426.4,713.2,2939.34,0.11,0.5,0.25,0.25,49818.0,6766.0,0.135814364286001,0.75,0.6564753320000001,4.902898550724638,1435.2,10.4,0,0.22226642149935422,Medium Potential,Growth Leaders,Expand
Chinese,25350,Sakura Corner,Full-service,West Auckland,1.04,37.81,1182,258,9754.98,462,231,231,17468.22,8734.11,8734.11,0.395334879,0.455881052,0.31,8,2.36,545.16,1451.39,-2816.16,-1408.08,754.34,0.28,0.5,0.25,0.25,44691.0,-2019.0,-0.0451768812512586,0.75,0.851215931,-1.7081378801100893,1229.28,8.32,2,-0.6682256344334442,Low Potential,Aggregator-dependent Low Margin,Optimize
Chinese,25877,Lotus Grill,QSR,North Shore,1.03,39.45,1843,307,12111.15,768,384,384,30297.6,15148.8,15148.8,0.231631634,0.350606797,0.3,4,1.18,453.12,5059.57,3567.89,1783.95,5875.47,0.2,0.5,0.25,0.25,72706.0,16287.0,0.2240117734437323,0.75,0.5822384310000001,8.83726446235524,1898.29,4.12,0,0.19794941534819327,Medium Potential,Growth Leaders,Expand
Chinese,26321,Sakura Eatery,Full-service,North Shore,1.03,41.87,896,184,7704.08,356,178,178,14905.72,7452.86,7452.86,0.392359724,0.527107212,0.31,4,1.18,210.04,620.43,-3420.37,-1710.18,390.16,0.26,0.5,0.25,0.25,37516.0,-4120.0,-0.1098198102143085,0.75,0.919466936,-4.598155453673099,922.88,4.12,2,-1.3107176921769286,Low Potential,Aggregator-dependent Low Margin,Optimize
Chinese,25960,Red Kitchen,Cafe,North Shore,1.03,31.06,1454,318,9877.08,568,284,284,17642.08,8821.04,8821.04,0.248581512,0.394169283,0.28,7,2.07,587.88,3528.58,1362.84,681.42,2563.43,0.28,0.5,0.25,0.25,45161.0,8136.0,0.1801554438564248,0.75,0.642750795,5.595628086180554,1497.62,7.21,0,0.08042584009570175,Medium Potential,Growth Leaders,Expand
Chinese,26417,Golden Tavern,Cafe,West Auckland,1.04,34.53,1423,311,10738.83,556,278,278,19198.68,9599.34,9599.34,0.253148416,0.426089536,0.28,17,5.02,1395.56,3444.61,782.58,391.29,1683.54,0.28,0.5,0.25,0.25,49136.0,6302.0,0.1282562683165092,0.75,0.679237952,4.428688944969065,1479.92,17.68,0,0.5663442181889101,High Potential,Growth Leaders,Expand
Chinese,25691,Golden Bistro,QSR,West Auckland,1.04,41.14,1404,172,7076.08,616,308,308,25342.24,12671.12,12671.12,0.244977448,0.424303243,0.27,10,2.95,908.6,2340.2,1538.76,769.38,3281.98,0.14,0.5,0.25,0.25,57761.0,7930.0,0.1372898668651858,0.75,0.669280691,5.648105122833746,1460.16,10.4,0,0.2679365915107851,Medium Potential,Growth Leaders,Expand
Chinese,25517,Dragon House,Cafe,CBD,0.99,36.2,1800,336,12163.2,732,366,366,26498.4,13249.2,13249.2,0.212974373,0.441601479,0.31,15,4.43,1621.38,4201.46,938.68,469.34,2955.21,0.23,0.5,0.25,0.25,65160.0,8565.0,0.1314456721915285,0.75,0.654575852,4.758333333333334,1782.0,14.85,0,-0.10940533713586784,Medium Potential,Growth Leaders,Expand
Chinese,25761,Red Diner,Cafe,CBD,0.99,42.32,704,112,4739.84,296,148,148,12526.72,6263.36,6263.36,0.252385487,0.43081855,0.32,6,1.77,261.96,1501.56,-40.14,-20.07,1722.25,0.19,0.5,0.25,0.25,29793.0,3164.0,0.1061994428221394,0.75,0.6832040370000001,4.49436042023294,696.96,5.94,1,-0.6554847423979144,Low Potential,Stable Local Performers,Hold/Stabilize
Chinese,25801,Golden Eatery,Cafe,North Shore,1.03,34.24,679,135,4622.4,272,136,136,9313.28,4656.64,4656.64,0.273595393,0.366750952,0.29,7,2.07,281.52,1662.46,648.7,324.35,1393.26,0.25,0.5,0.25,0.25,23249.0,4029.0,0.1732977762484407,0.75,0.640346345,5.933715858746613,699.37,7.21,1,0.08435652132457222,Medium Potential,Stable Local Performers,Hold/Stabilize
Chinese,25036,Lotus Tavern,Cafe,South Auckland,1.05,36.56,1578,251,9176.56,663,332,332,24239.28,12137.92,12137.92,0.235739429,0.41505111,0.31,10,2.95,979.4,3204.54,950.41,475.92,3259.28,0.19,0.5,0.25,0.25,57692.0,7890.0,0.1367607293905567,0.75,0.650790539,4.999972266518755,1656.9,10.5,0,0.3453896513547741,High Potential,Growth Leaders,Expand
Chinese,25572,Sakura House,Ghost Kitchen,West Auckland,1.04,33.57,677,38,1275.66,319,160,160,10708.83,5371.2,5371.2,0.294790792,0.303496248,0.28,6,1.77,283.2,512.45,1303.4,653.74,1874.48,0.06,0.5,0.25,0.25,22727.0,4344.0,0.1911382936595239,0.75,0.59828704,6.416512518150218,704.08,6.24,1,0.21008436753703377,Medium Potential,Stable Local Performers,Hold/Stabilize
Chinese,25722,Red Kitchen,Full-service,North Shore,1.03,32.05,1243,315,10095.75,464,232,232,14871.2,7435.6,7435.6,0.371724753,0.509835771,0.32,9,2.66,617.12,1195.74,-2997.45,-1498.72,263.55,0.34,0.5,0.25,0.25,39838.0,-3037.0,-0.0762337466740298,0.75,0.881560524,-2.443291580902656,1280.29,9.27,2,-0.8388494147792452,Low Potential,Aggregator-dependent Low Margin,Optimize
Chinese,25806,Golden Kitchen,Ghost Kitchen,West Auckland,1.04,46.32,907,43,1991.76,432,216,216,20010.24,10005.12,10005.12,0.283300331,0.331551749,0.28,3,0.89,192.24,767.12,2104.04,1052.02,3661.21,0.05,0.5,0.25,0.25,42012.0,7584.0,0.1805198514710083,0.75,0.61485208,8.361679520137104,943.28,3.12,1,0.13077495330716293,Medium Potential,Stable Local Performers,Hold/Stabilize
Chinese,26414,Golden Diner,QSR,North Shore,1.03,41.57,1591,231,9602.67,680,340,340,28267.6,14133.8,14133.8,0.219680273,0.37755591,0.32,13,3.84,1305.6,3867.61,2339.53,1169.77,4386.98,0.17,0.5,0.25,0.25,66138.0,11764.0,0.1778705131694336,0.75,0.597236183,7.3940772324533555,1638.73,13.39,0,0.5068971332700732,High Potential,Growth Leaders,Expand
Chinese,26293,Sakura Kitchen,QSR,South Auckland,1.05,35.69,849,141,5032.29,354,177,177,12634.26,6317.13,6317.13,0.21097047,0.357273713,0.28,5,1.48,261.96,2172.72,1917.32,958.66,2465.5,0.2,0.5,0.25,0.25,30301.0,7514.0,0.247978614567176,0.75,0.568244183,8.850356753902512,891.45,5.25,1,0.5326893209280317,High Potential,Stable Local Performers,Hold/Stabilize
Chinese,26577,Golden Grill,QSR,North Shore,1.03,44.16,1066,105,4636.8,481,240,240,21240.96,10598.4,10598.4,0.273161277,0.37333823,0.32,9,2.66,638.4,1639.11,711.58,355.05,3108.14,0.11,0.5,0.25,0.25,47075.0,5814.0,0.1235050451407328,0.75,0.6464995069999999,5.453982793414763,1097.98,9.27,1,0.0557761969171133,Medium Potential,Stable Local Performers,Hold/Stabilize
Chinese,26536,Sakura Corner,QSR,West Auckland,1.04,34.6,1570,250,8650.0,660,330,330,22836.0,11418.0,11418.0,0.227808673,0.35617804,0.27,9,2.66,877.8,3598.51,3334.36,1667.18,3872.24,0.19,0.5,0.25,0.25,54322.0,12472.0,0.2295939030227164,0.75,0.5839867129999999,7.943949044585988,1632.8,9.36,0,0.54896754705805,High Potential,Growth Leaders,Expand
Chinese,25512,Lotus Kitchen,QSR,CBD,0.99,31.27,1364,124,3877.48,620,310,310,19387.4,9693.7,9693.7,0.256585275,0.395035107,0.31,17,5.02,1556.2,1350.84,744.08,372.04,1820.89,0.1,0.5,0.25,0.25,42652.0,4288.0,0.1005345587545718,0.75,0.6516203819999999,3.143715652255463,1350.36,16.83,0,-0.16467261045781295,Medium Potential,Growth Leaders,Expand
Chinese,25109,Dragon Cafe,Cafe,South Auckland,1.05,40.69,1051,203,8260.07,424,212,212,17252.56,8626.28,8626.28,0.249420516,0.374149388,0.29,18,5.31,1125.72,3109.34,1491.14,745.57,2121.47,0.24,0.5,0.25,0.25,42765.0,7468.0,0.1746287852215597,0.75,0.623569904,7.105645270665264,1103.55,18.9,1,0.9971828303862291,High Potential,Stable Local Performers,Hold/Stabilize
Chinese,25650,Lotus House,Full-service,West Auckland,1.04,40.05,1841,477,19103.85,682,341,341,27314.1,13657.05,13657.05,0.353668366,0.509786053,0.29,15,4.43,1510.63,2608.55,-4191.47,-2095.73,354.18,0.35,0.5,0.25,0.25,73732.0,-3324.0,-0.0450821895513481,0.75,0.863454419,-1.8055416915314924,1914.64,15.6,2,-0.2856498057411459,Low Potential,Aggregator-dependent Low Margin,Optimize
Chinese,25115,Lotus Eatery,Full-service,North Shore,1.03,38.81,712,180,6985.8,266,133,133,10323.46,5161.73,5161.73,0.363306374,0.463121237,0.28,14,4.13,549.29,1212.54,-1098.7,-549.35,346.64,0.34,0.5,0.25,0.25,27633.0,-89.0,-0.0032207867404914,0.75,0.826427611,-0.1249987333984728,733.36,14.42,2,-0.26974561268498076,Low Potential,Aggregator-dependent Low Margin,Optimize
Chinese,25843,Lotus Corner,Full-service,West Auckland,1.04,39.71,1938,502,19934.42,718,359,359,28511.78,14255.89,14255.89,0.393492344,0.512955711,0.31,17,5.02,1802.18,1864.9,-6171.32,-3085.66,-468.51,0.35,0.5,0.25,0.25,76958.0,-7861.0,-0.1021466254320538,0.75,0.906448055,-4.056242495906858,2015.52,17.68,2,-0.4300969273742432,Low Potential,Aggregator-dependent Low Margin,Optimize
Chinese,26178,Golden Kitchen,Cafe,West Auckland,1.04,42.26,1530,306,12931.56,612,306,306,25863.12,12931.56,12931.56,0.211885206,0.435429755,0.31,15,4.43,1355.58,4560.77,1103.97,551.98,3205.19,0.25,0.5,0.25,0.25,64658.0,9422.0,0.145720560487488,0.75,0.647314961,6.158150886201243,1591.2,15.6,0,0.5928211375531374,High Potential,Growth Leaders,Expand
Chinese,25829,Lotus Corner,Cafe,CBD,0.99,39.95,917,133,5313.35,392,196,196,15660.4,7830.2,7830.2,0.231712182,0.395080888,0.3,9,2.66,521.36,1982.98,1146.45,573.22,2400.92,0.17,0.5,0.25,0.25,36634.0,6104.0,0.166621171589234,0.75,0.62679307,6.6565158049899,907.83,8.91,1,-0.2395030097226057,Low Potential,Stable Local Performers,Hold/Stabilize
Chinese,26636,Sakura Cafe,Ghost Kitchen,South Auckland,1.05,37.98,1702,126,4785.48,788,394,394,29928.24,14964.12,14964.12,0.255518442,0.326068457,0.33,3,0.89,350.66,2002.31,2646.05,1323.02,5910.52,0.08,0.5,0.25,0.25,64642.0,11882.0,0.1838123820426348,0.75,0.5815868989999999,6.9811942699792695,1787.1,3.1500000000000004,0,0.1713743144213713,Medium Potential,Growth Leaders,Expand
Chinese,25520,Golden Tavern,Full-service,West Auckland,1.04,34.9,826,170,5933.0,328,164,164,11447.2,5723.6,5723.6,0.355159955,0.519138809,0.27,12,3.54,580.56,745.79,-1651.82,-825.91,138.9,0.26,0.5,0.25,0.25,28827.0,-1593.0,-0.0552606931002185,0.75,0.874298764,-1.9285981891976272,859.0400000000001,12.48,2,-0.4815955084130756,Low Potential,Aggregator-dependent Low Margin,Optimize
Chinese,25820,Dragon Corner,Cafe,South Auckland,1.05,32.01,1737,277,8866.77,730,365,365,23367.3,11683.65,11683.65,0.250170035,0.432637206,0.32,16,4.72,1722.8,2812.48,-65.6,-32.8,1983.17,0.19,0.5,0.25,0.25,55601.0,4697.0,0.0844768978975198,0.75,0.682807241,2.7041055016996096,1823.85,16.8,0,0.4338934683593257,High Potential,Growth Leaders,Expand
Chinese,25375,Dragon Cafe,Cafe,CBD,0.99,39.65,1049,229,9079.85,410,205,205,16256.5,8128.25,8128.25,0.210223319,0.37179646,0.3,16,4.72,967.6,3795.2,1917.95,958.97,2429.85,0.28,0.5,0.25,0.25,41593.0,9102.0,0.2188349001033827,0.75,0.582019779,8.676803789099127,1038.51,15.84,1,0.36110562927616,High Potential,Stable Local Performers,Hold/Stabilize
Chinese,25941,Red Bistro,Ghost Kitchen,South Auckland,1.05,43.94,1248,92,4042.48,578,289,289,25397.32,12698.66,12698.66,0.294854726,0.281737701,0.31,7,2.07,598.23,1711.62,2880.25,1440.12,4778.48,0.08,0.5,0.25,0.25,54837.0,10810.0,0.1971296752192862,0.75,0.576592427,8.661877929135438,1310.4,7.35,0,0.5204477737254591,High Potential,Growth Leaders,Expand
Chinese,26591,Sakura House,Full-service,CBD,0.99,36.9,1633,474,17490.6,579,290,290,21365.1,10701.0,10701.0,0.396324429,0.504563069,0.33,4,1.18,342.2,1733.54,-4932.93,-2470.73,718.4,0.41,0.5,0.25,0.25,60258.0,-4952.0,-0.0821799595074512,0.75,0.900887498,-3.0324405058249524,1616.67,3.96,2,-1.6092062043502002,Low Potential,Aggregator-dependent Low Margin,Optimize
Chinese,25054,Red Diner,QSR,South Auckland,1.05,42.92,1638,226,9699.92,706,353,353,30301.52,15150.76,15150.76,0.229495191,0.358006179,0.29,13,3.84,1355.52,4001.2,3711.89,1855.95,4894.15,0.16,0.5,0.25,0.25,70303.0,14463.0,0.2057237955706015,0.75,0.58750137,8.829665305890218,1719.9,13.65,0,0.884844836462791,High Potential,Growth Leaders,Expand
Chinese,26515,Lotus Kitchen,Cafe,CBD,0.99,41.51,1747,315,13075.65,716,358,358,29721.16,14860.58,14860.58,0.233363928,0.388946938,0.3,15,4.43,1585.94,4938.53,2309.01,1154.51,4026.74,0.22,0.5,0.25,0.25,72518.0,12429.0,0.1713919302793789,0.75,0.6223108660000001,7.114479025897018,1729.53,14.85,0,0.11368598154823611,Medium Potential,Growth Leaders,Expand
Chinese,25555,Lotus Bistro,Cafe,CBD,0.99,30.34,763,171,5188.14,296,148,148,8980.64,4490.32,4490.32,0.279941907,0.444194895,0.29,13,3.84,568.32,1431.22,-126.96,-63.48,670.39,0.29,0.5,0.25,0.25,23149.0,1911.0,0.0825521620804354,0.75,0.724136802,2.504632597520411,755.37,12.87,1,-0.452128853355546,Low Potential,Stable Local Performers,Hold/Stabilize
Chinese,25204,Lotus Diner,Cafe,South Auckland,1.05,41.77,1160,224,9356.48,468,234,234,19548.36,9774.18,9774.18,0.242862232,0.440491092,0.31,4,1.18,276.12,2962.7,129.93,64.97,2818.84,0.24,0.5,0.25,0.25,48453.0,5976.0,0.1233360163457371,0.75,0.683353324,5.151745402761439,1218.0,4.2,0,-0.011608974051186383,Medium Potential,Growth Leaders,Expand
Chinese,26486,Red Cafe,QSR,South Auckland,1.05,37.7,881,121,4561.7,380,190,190,14326.0,7163.0,7163.0,0.26822892,0.375720128,0.31,15,4.43,841.7,1624.2,659.73,329.86,1708.69,0.16,0.5,0.25,0.25,33214.0,4322.0,0.1301258505449509,0.75,0.643949048,4.9057445655446505,925.05,15.75,1,0.6049703265156579,High Potential,Stable Local Performers,Hold/Stabilize
Chinese,25844,Lotus Eatery,QSR,South Auckland,1.05,39.19,1313,209,8190.71,552,276,276,21632.88,10816.44,10816.44,0.272124186,0.393697967,0.3,12,3.54,977.04,2737.15,739.37,369.68,2637.57,0.19,0.5,0.25,0.25,51456.0,6484.0,0.1260105721393034,0.75,0.6658221529999999,4.938354322139303,1378.65,12.6,0,0.42980267980177833,High Potential,Growth Leaders,Expand
Chinese,26368,Dragon Eatery,Cafe,West Auckland,1.04,40.68,1554,202,8217.36,676,338,338,27499.68,13749.84,13749.84,0.202652339,0.396879306,0.27,11,3.25,1098.5,3290.79,3587.84,1793.92,4407.88,0.15,0.5,0.25,0.25,63217.0,13080.0,0.2069063701219608,0.75,0.599531645,8.416951136561368,1616.16,11.44,0,0.6360918938735781,High Potential,Growth Leaders,Expand
Chinese,26690,Dragon Grill,Ghost Kitchen,CBD,0.99,31.29,1412,92,2878.68,660,330,330,20651.4,10325.7,10325.7,0.258770291,0.288752131,0.31,18,5.31,1752.3,1302.54,2942.36,1471.18,2919.85,0.07,0.5,0.25,0.25,44181.0,8636.0,0.195468640365768,0.75,0.547522422,6.116213757044883,1397.88,17.82,0,0.26887072028442116,Medium Potential,Growth Leaders,Expand
Chinese,26370,Golden Diner,QSR,CBD,0.99,30.84,1398,127,3916.68,635,318,318,19583.4,9807.12,9807.12,0.263308194,0.40562734,0.27,9,2.66,845.88,1296.67,1195.85,598.87,2400.91,0.1,0.5,0.25,0.25,43114.0,5492.0,0.1273832165885791,0.75,0.668935534,3.92849839959178,1384.02,8.91,0,-0.48216239240009756,Low Potential,Growth Leaders,Expand
Chinese,25446,Lotus Kitchen,Full-service,North Shore,1.03,44.57,805,213,9493.41,296,148,148,13192.72,6596.36,6596.36,0.359043976,0.45447887,0.27,10,2.95,436.6,1770.3,-1101.89,-550.95,793.47,0.36,0.5,0.25,0.25,35879.0,911.0,0.0253908971821957,0.75,0.8135228459999999,1.131672287410463,829.15,10.3,2,-0.3539899198523358,Low Potential,Aggregator-dependent Low Margin,Optimize
Chinese,26519,Sakura Eatery,Cafe,South Auckland,1.05,31.77,1715,223,7084.71,746,373,373,23700.42,11850.21,11850.21,0.267107212,0.398032236,0.31,7,2.07,772.11,2372.39,589.21,294.6,3196.06,0.15,0.5,0.25,0.25,54486.0,6452.0,0.1184157398230738,0.75,0.6651394479999999,3.762068054179055,1800.75,7.35,0,0.06622998716173756,Medium Potential,Growth Leaders,Expand
Chinese,26318,Dragon Diner,QSR,North Shore,1.03,42.82,1678,279,11946.78,699,350,350,29931.18,14987.0,14987.0,0.203611623,0.445039568,0.3,6,1.77,619.5,4197.49,1536.93,769.56,4646.16,0.2,0.5,0.25,0.25,71852.0,11150.0,0.1551800924121806,0.75,0.648651191,6.6448115570895725,1728.34,6.18,0,0.029502333872820863,Medium Potential,Growth Leaders,Expand
Chinese,26644,Lotus Tavern,Ghost Kitchen,CBD,0.99,37.03,1390,114,4221.42,638,319,319,23625.14,11812.57,11812.57,0.279031221,0.331663701,0.28,9,2.66,848.54,1643.42,2582.35,1291.17,3750.15,0.09,0.5,0.25,0.25,51472.0,9267.0,0.1800396331986322,0.75,0.610694922,6.6668676173453525,1376.1,8.91,0,-0.2089845002869708,Medium Potential,Growth Leaders,Expand
Chinese,25356,Golden Bistro,Ghost Kitchen,North Shore,1.03,40.09,1576,60,2405.4,758,379,379,30388.22,15194.11,15194.11,0.254831012,0.203994752,0.29,11,3.25,1231.75,1301.74,7632.74,3816.37,6990.91,0.04,0.5,0.25,0.25,63182.0,19742.0,0.3124624101801146,0.75,0.458825764,12.526618024120795,1623.28,11.33,0,0.9892215839105782,High Potential,Growth Leaders,Expand
